gozlem_sayisi,sapma_ortalama,sapma_min,sapma_max,toparlanma_ortalama,toparlanma_min,toparlanma_max,skor_ortalama,skor_min,skor_max,enerji_ortalama,enerji_min,enerji_max
32,2.8515625,1.15,4.94,161.625,88,260,7.93,6.8,9.5,9.9534375,5.7,14.41
